"personLabel"	"assocLabel"
"Julma-Henri"	"Steen1"
"Mark Needham"	"Stevie Nicks"
"Mark Needham"	"Shakira"
"Mark Needham"	"Elton John"
"Mark Needham"	"Chris Isaak"
"Eats Everything"	"Totally Enormous Extinct Dinosaurs"
"Joey Moi"	"Jake Owen"
"Lee Foss"	"Marc Kinchen"
"Nino Del Pesco"	"Steve Dior"
"Sherifa Gunu"	"Amakye Dede"
"Sherifa Gunu"	"Sarkodie (rapper)"
"Sherifa Gunu"	"Craig David"
"William Singe"	"Liam Payne"
"Ali Tamposi"	"Demi Lovato"
"Ali Tamposi"	"Cedric Gervais"
"Ali Tamposi"	"Lea Michele"
"Ali Tamposi"	"Gary Clark Jr."
"Ali Tamposi"	"Christina Aguilera"
"Alison Gold"	"Patrice Wilson"
"Arvid Gram Paulsen"	"Rowland Greenberg"
"Billy Woods (rapper)"	"Blockhead (music producer)"
"Bishop Nehru"	"Dizzy Wright"
"Brewster Hughes"	"Ambrose Campbell"
"Bucie"	"Black Coffee (DJ)"
"CJ Fly"	"Mick Jenkins (rapper)"
"CJ Fly"	"Chance the Rapper"
"CJ Fly"	"Ab-Soul"
"CJ Fly"	"Statik Selektah"
"Capital Steez"	"Statik Selektah"
"Capital Steez"	"Dyme-A-Duzin"
"Claydee"	"Tamta"
"Claydee"	"Eleni Foureira"
"Claydee"	"Sakis Rouvas"
"DVLP"	"Lil Wayne"
"Denise Barbacena"	"Gloc-9"
"Ed Askew"	"Sharon Van Etten"
"Gregg Sutton"	"Beth Hart"
"Gregg Sutton"	"Joe Cocker"
"Gregg Sutton"	"Bob Dylan"
"Holle Thee Maxwell"	"Jimmy Smith (musician)"
"Ivar Loe Bjørnstad"	"Hilde Marie Kjersem"
"Jacquees"	"Lloyd (singer)"
"Jacquees"	"Rich Homie Quan"
"Jacquees"	"Chris Brown"
"Jacquees"	"T.I."
"Jacquees"	"Young Thug"
"Jean DuShon"	"Cootie Williams"
"Jean DuShon"	"Lou Donaldson"
"John Bilezikjian"	"Leonard Cohen"
"Joshua Ray"	"Shania Twain"
"Joshua Ray"	"Koshi Inaba"
"Joshua Ray"	"Beth Hart"
"Kris Stephens"	"Tank (American singer)"
"Kris Stephens"	"RoccStar"
"Kris Stephens"	"T.I."
"Leif Sundin"	"Brian Robertson"
"Lorene Mann"	"Justin Tubb"
"Mai Agan"	"Tõnis Mägi"
"Mai Agan"	"Doug Seegers"
"Mai Agan"	"Linnea Henriksson"
"Mai Agan"	"David Crosby"
"Maiday"	"Wretch 32"
"Maiday"	"Jakwob"
"Maiday"	"Josh Kumra"
"Maiday"	"Chuckie (DJ)"
"Mark Escueta"	"Bamboo Mañalac"
"Marshall Goodman"	"Half Pint"
"Marshall Goodman"	"Jessy Moss"
"Marshall Goodman"	"H.R."
"Mikael Gabriel"	"Uniikki"
"Mikael Gabriel"	"Robin (singer)"
"Mitoy Yonting"	"Vic Sotto"
"Myk Perez"	"Bamboo Mañalac"
"Nate Pyfer"	"Joshua James (folk singer)"
"Olivia Chaney"	"Alasdair Roberts (musician)"
"Olivia Chaney"	"Seth Lakeman"
"Paul Pesco"	"Jennifer Lopez"
"Paul Pesco"	"Madonna (entertainer)"
"Paul Yandell"	"Jerry Reed"
"Paul Yandell"	"Chet Atkins"
"Paul Yandell"	"George Hamilton IV"
"Simon Franglen"	"Alan Silvestri"
"Simon Franglen"	"Celine Dion"
"Simon Franglen"	"Thomas Newman"
"Simon Franglen"	"Michael Jackson"
"Simon Franglen"	"Barbra Streisand"
"Simon Franglen"	"Madonna (entertainer)"
"Simon Franglen"	"Quincy Jones"
"Simon Franglen"	"David Foster"
"Soldat Jahman"	"DJ Mam's"
"Statik Link"	"Ming (DJ)"
"Statik Link"	"Moxiie"
"Steven Malcolmson"	"Kylie Minogue"
"Steven Malcolmson"	"Ellie Goulding"
"Tadaharu Nakano"	"Yūji Koseki"
"Tadaharu Nakano"	"Chiemi Eri"
"Tadaharu Nakano"	"Ryōichi Hattori"
"Tasis (rapper)"	"Brädi"
"Tasis (rapper)"	"Spekti"
"Willie B (producer)"	"Jay Rock"
"Willie B (producer)"	"Ab-Soul"
"Bankroll Fresh"	"2 Chainz"
"Bankroll Fresh"	"Turk (rapper)"
"Johnoy Danao"	"Gary Granada"
"Rudi Wairata"	"George de Fretes"
"AK (rapper, born 1991)"	"Denzel Curry"
"Abra (rapper)"	"Vice Ganda"
"Abra (rapper)"	"Bassilyo"
"Abra (rapper)"	"Shehyee"
"Abra (rapper)"	"Gloc-9"
"Alger ""Texas"" Alexander"	"Lightnin' Hopkins"
"Alger ""Texas"" Alexander"	"Lonnie Johnson (musician)"
"Alger ""Texas"" Alexander"	"Blind Lemon Jefferson"
"Alias (musician)"	"B. Dolan"
"Amy Holland"	"Chris Christian"
"Andrea (Bulgarian singer)"	"Shaggy (musician)"
"Andrea (Bulgarian singer)"	"Edward Maya"
"Andrea (Bulgarian singer)"	"Geo Da Silva"
"Andrea (Bulgarian singer)"	"Azis"
"Andrea Bocelli"	"Celine Dion"
"Andrea Bocelli"	"Hayley Westenra"
"Andy Clark (musician)"	"Peter Gabriel"
"Andy Clark (musician)"	"David Bowie"
"Angel (British musician)"	"Wretch 32"
"Angel (British musician)"	"Fuse ODG"
"Angel (British musician)"	"Sneakbo"
"Apollonia Kotero"	"Prince (musician)"
"Aqualung (musician)"	"Diane Birch"
"Aqualung (musician)"	"Jason Mraz"
"Aqualung (musician)"	"Paloma Faith"
"Astrid Young"	"Neil Young"
"Atticus Ross"	"Harry Gregson-Williams"
"Atticus Ross"	"Trent Reznor"
"Band Aid (band)"	"Band Aid 20"
"Band Aid (band)"	"Band Aid 30"
"Band Aid (band)"	"Northern Lights (Canadian band)"
"Band Aid 20"	"Band Aid (band)"
"Band Aid 20"	"Band Aid 30"
"Band Aid 30"	"Band Aid (band)"
"Band Aid 30"	"Band Aid 20"
"Banks (singer)"	"Totally Enormous Extinct Dinosaurs"
"Bas (rapper)"	"Ab-Soul"
"Bas (rapper)"	"Cozz"
"Bas (rapper)"	"Omen (rapper)"
"Beth Orton"	"William Orbit"
"Bill Nelson (musician)"	"Harold Budd"
"Bill Nelson (musician)"	"Yukihiro Takahashi"
"Bill Nelson (musician)"	"Masami Tsuchiya"
"Bill Nelson (musician)"	"Jan Linton"
"Bill Nelson (musician)"	"John Cooper Clarke"
"Bill Taft"	"Kelly Hogan"
"Billy Gibbons"	"Slash (musician)"
"Billy Gibbons"	"Buddy Guy"
"Bishop Lamont"	"Xzibit"
"Bishop Lamont"	"Dr. Dre"
"Bishop Lamont"	"DJ Khalil"
"Bishop Lamont"	"Snoop Dogg"
"Bizarre (rapper)"	"Tech N9ne"
"Bizarre (rapper)"	"King Gordy"
"Blake Lewis"	"Darude"
"Boss (rapper)"	"Krayzie Bone"
"Boss (rapper)"	"Def Jef"
"Boss (rapper)"	"AMG (rapper)"
"Brad Paisley"	"Chris DuBois"
"Brad Paisley"	"Frank Rogers (record producer)"
"Brad Paisley"	"Kelley Lovelace"
"Bradley Nowell"	"Gwen Stefani"
"Brian Eno"	"Harold Budd"
"Brian Eno"	"Robert Wyatt"
"Brian Eno"	"Damon Albarn"
"Brian Eno"	"David Bowie"
"Brian Eno"	"Robert Fripp"
"Brian Eno"	"David Byrne"
"Brian Eno"	"Fred Frith"
"Buffy Sainte-Marie"	"Joni Mitchell"
"Buffy Sainte-Marie"	"Leonard Cohen"
"Bunny DeBarge"	"El DeBarge"
"Byron Cage"	"Kim Burrell"
"C. J. Ramone"	"Steve Soto"
"C. J. Ramone"	"Jonny Wickersham"
"Cage (rapper)"	"Aesop Rock"
"Cage (rapper)"	"El-P"
"Camille (singer)"	"MaJiKer"
"Chamillionaire"	"Krayzie Bone"
"Charles Thompson (jazz)"	"Coleman Hawkins"
"Charles Thompson (jazz)"	"Earl Bostic"
"Charli Baltimore"	"Ja Rule"
"Charli Baltimore"	"The Game (rapper)"
"Chatur Lal"	"Ram Narayan"
"Chatur Lal"	"Ravi Shankar"
"Chris Brown"	"The Game (rapper)"
"Chris Brown"	"Tyga"
"Chris Brown"	"Lil Wayne"
"Chris Carter (record producer/mixer)"	"J. Holiday"
"Chris Carter (record producer/mixer)"	"Kaila Yu"
"Chris Chaney"	"Slash (musician)"
"Chris Chaney"	"Alanis Morissette"
"Chris Stamp"	"Jimi Hendrix"
"Classified (rapper)"	"B.o.B"
"Classified (rapper)"	"Eternia (rapper)"
"Classified (rapper)"	"JRDN"
"Classified (rapper)"	"Snoop Dogg"
"Classified (rapper)"	"Buck 65"
"Clyde Otis"	"Dinah Washington"
"Clyde Otis"	"Sarah Vaughan"
"Clyde Otis"	"Brook Benton"
"Conny Plank"	"Mani Neumeier"
"Conny Plank"	"Brian Eno"
"Conny Plank"	"Dieter Moebius"
"Conny Plank"	"Holger Czukay"
"Cornelius (musician)"	"Salyu"
"Cornelius (musician)"	"Ryuichi Sakamoto"
"Crazy Titch"	"Ghetts"
"Crazy Titch"	"Durrty Goodz"
"Cris Cab"	"Pharrell Williams"
"Cris Cab"	"Big Sean"
"D.O.E."	"Keri Hilson"
"D.V.S*"	"Michal Menert"
"D.V.S*"	"Bassnectar"
"D. O. (rapper)"	"Classified (rapper)"
"DJ Solo"	"GZA"
"DJ Solo"	"Adil Omar"
"DMX (rapper)"	"Ja Rule"
"DMX (rapper)"	"Eve (rapper)"
"Daddy Yankee"	"Nicky Jam"
"Daddy Yankee"	"J Alvarez"
"Daler Mehndi"	"Mika Singh"
"Daler Mehndi"	"Hans Raj Hans"
"Dan Miller (guitarist)"	"John Linnell"
"Danna Paola"	"Chayanne"
"Danna Paola"	"Noel Schajris"
"David Brown (American musician)"	"Boz Scaggs"
"David Byrne"	"Brian Eno"
"Davy DMX"	"Kurtis Blow"
"Despot (rapper)"	"El-P"
"Dillon Francis"	"Bro Safari"
"Dillon Francis"	"Kygo"
"Dillon Francis"	"Will Heard"
"Dillon Francis"	"Martin Garrix"
"Dino Merlin"	"Cat Stevens"
"Dino Merlin"	"Goran Bregović"
"Dino Merlin"	"Esad Samardžić"
"Dino Merlin"	"Richard Niles"
"Dino Merlin"	"Mustafa Sandal"
"Dolly Collins"	"Shirley Collins"
"Don Cherry (trumpeter)"	"La Monte Young"
"Don Cherry (trumpeter)"	"Abdullah Ibrahim"
"Don Friedman"	"Jimmy Giuffre"
"Don Friedman"	"Clark Terry"
"Draft (musician)"	"Gemini (musician)"
"EL (rapper)"	"Sarkodie (rapper)"
"El DeBarge"	"Faith Evans"
"El DeBarge"	"Chico DeBarge"
"El DeBarge"	"Quincy Jones"
"El DeBarge"	"Babyface (musician)"
"Eliane Elias"	"Randy Brecker"
"Eric Wilson (bassist)"	"Gwen Stefani"
"Ernie Watts"	"Charlie Haden"
"Falco (musician)"	"Thomas Lang"
"Flex (singer)"	"Pee Wee (singer)"
"Flex (singer)"	"Predikador"
"Flex (singer)"	"Yomo"
"Frank Ocean"	"John Mayer"
"Frank Ocean"	"Tyler, The Creator"
"Frank Ocean"	"André 3000"
"Frankie J"	"Problem (rapper)"
"Frankie J"	"Pitbull (rapper)"
"Frankie Lymon"	"Alan Freed"
"Frankie Miller"	"Waylon Jennings"
"Frankie Miller"	"Etta James"
"Frankie Miller"	"Rod Stewart"
"Frankie Miller"	"Roy Orbison"
"Frankie Miller"	"Kim Carnes"
"Frankie Miller"	"Bob Seger"
"Frankie Miller"	"Clint Black"
"GG Allin"	"Dee Dee Ramone"
"GLC (rapper)"	"Kid Cudi"
"GLC (rapper)"	"Consequence (rapper)"
"GLC (rapper)"	"Kanye West"
"GLC (rapper)"	"King Chip"
"Gaia Cauchi"	"Gillian Attard"
"Gaia Cauchi"	"Federica Falzon"
"Gary Lightbody"	"Taylor Swift"
"Gary Stewart (singer)"	"Dean Dillon"
"Gary Stewart (singer)"	"Gregg Allman"
"Georgie Fame"	"Van Morrison"
"Georgie Fame"	"Alan Price"
"Glory (singer)"	"Daddy Yankee"
"Goldie Loc"	"Snoop Dogg"
"Goldie Loc"	"MC Eiht"
"Goldie Loc"	"C-Murder"
"Goldie Loc"	"Kam (rapper)"
"Heavy D"	"Super Cat"
"Heavy D"	"Michael Jackson"
"Houston (singer)"	"Chingy"
"Hurricane Chris (rapper)"	"Beenie Man"
"Hurricane G"	"Keith Murray (rapper)"
"Hurricane G"	"Xzibit"
"Ian Hunter (singer)"	"Mick Ronson"
"Ian Hunter (singer)"	"David Bowie"
"Ian Wallace (drummer)"	"Stevie Nicks"
"Ian Wallace (drummer)"	"Ry Cooder"
"Ian Wallace (drummer)"	"Eric Clapton"
"Ian Wallace (drummer)"	"Roy Orbison"
"Ian Wallace (drummer)"	"Bonnie Raitt"
"Ian Wallace (drummer)"	"Peter Frampton"
"Ian Wallace (drummer)"	"Brian Eno"
"Ian Wallace (drummer)"	"Bob Dylan"
"Ian Wallace (drummer)"	"Al Kooper"
"Ian Wallace (drummer)"	"Alvin Lee"
"Ian Wallace (drummer)"	"Don Henley"
"Ida (singer)"	"KESI (rapper)"
"Immortal Technique"	"Pumpkinhead (rapper)"
"Immortal Technique"	"Ras Kass"
"Immortal Technique"	"Rockin' Squat"
"Immortal Technique"	"Mos Def"
"J.R. Rotem"	"Rick Ross"
"J.R. Rotem"	"50 Cent"
"J.R. Rotem"	"Britney Spears"
"J.R. Rotem"	"Dr. Dre"
"J.R. Rotem"	"JoJo (singer)"
"J.R. Rotem"	"Leona Lewis"
"J.R. Rotem"	"Sean Kingston"
"J.R. Rotem"	"Iyaz"
"J.R. Rotem"	"Jason Derulo"
"J Dilla"	"Phat Kat"
"J Dilla"	"Waajeed"
"J Dilla"	"Erykah Badu"
"J Dilla"	"Common (rapper)"
"J Dilla"	"Mos Def"
"J Dilla"	"Questlove"
"Ja Rule"	"DMX (rapper)"
"Jermaine Dupri"	"Mariah Carey"
"Jermaine Dupri"	"Da Brat"
"Jermaine Dupri"	"Usher (singer)"
"Jinian Wilde"	"David Cross (musician)"
"Jinian Wilde"	"Daz Sampson"
"Joe (singer)"	"Mariah Carey"
"Joey Montana"	"Fanny Lu"
"John French (musician)"	"Frank Zappa"
"John French (musician)"	"Captain Beefheart"
"John Murry (musician)"	"Bob Frank"
"Johnny Bristol"	"Tom Jones (singer)"
"Johnny Bristol"	"Junior Walker"
"Johnny Bristol"	"Boz Scaggs"
"Jordan Rudess"	"David Bowie"
"Jordan Rudess"	"Enrique Iglesias"
"Jordan Rudess"	"Neal Morse"
"Jordan Rudess"	"Neil Zaza"
"Jordan Rudess"	"Steven Wilson"
"Jordan Rudess"	"Ricardo Garcia (German musician)"
"June Tyson"	"Sun Ra"
"Karyn Rochelle"	"Garth Brooks"
"Leonard Cohen"	"Anjani"
"Lil Hardin Armstrong"	"Louis Armstrong"
"Lionel Hampton"	"Louis Armstrong"
"Lionel Hampton"	"Quincy Jones"
"MC Trouble"	"Johnny Gill"
"MC Trouble"	"Queen Latifah"
"Ma Rainey"	"Louis Armstrong"
"Maniac (producer)"	"Tinchy Stryder"
"Maniac (producer)"	"Maxsta"
"Marc Kinchen"	"Storm Queen (musician)"
"Marc Kinchen"	"Becky Hill"
"Marc Kinchen"	"Wankelmut"
"Marilyn Manson"	"Rob Zombie"
"Marilyn Manson"	"Alice Cooper"
"Marilyn Manson"	"Ozzy Osbourne"
"Marilyn Manson"	"Trent Reznor"
"Mark Knopfler"	"Emmylou Harris"
"Mark Knopfler"	"Chet Atkins"
"Mark Knopfler"	"Eric Clapton"
"Mark Knopfler"	"Bob Dylan"
"Mark Knopfler"	"Sting (musician)"
"Marques Houston"	"Rick Ross"
"Mary Jane Lamond"	"Ashley MacIsaac"
"Mary Travers"	"Joni Mitchell"
"Melanie Fiona"	"B.o.B"
"Melanie Fiona"	"John Legend"
"Melissa Manchester"	"Barry Manilow"
"Melissa Manchester"	"Bette Midler"
"Mick Taylor"	"Mike Oldfield"
"Mike Dierickx"	"Tetsuya Komuro"
"Mike Joyce (musician)"	"John Lydon"
"Mike Joyce (musician)"	"Morrissey"
"Mylène Farmer"	"Moby"
"Mylène Farmer"	"Alizée"
"Mylène Farmer"	"RedOne"
"Mylène Farmer"	"Jeff Dahlgren"
"Mylène Farmer"	"Seal (musician)"
"Mylène Farmer"	"Sting (musician)"
"Mylène Farmer"	"Ben Harper"
"Nadia Oh"	"Space Cowboy (musician)"
"Neal Morse"	"Eric Burdon"
"Neil Murray (British musician)"	"Tony Martin (British singer)"
"Neil Murray (British musician)"	"Gary Moore"
"OJ da Juiceman"	"Gorilla Zoe"
"Oki (musician)"	"Umeko Ando"
"Ol' Dirty Bastard"	"Eazy-E"
"Ol' Dirty Bastard"	"Mariah Carey"
"Ol' Dirty Bastard"	"Chris Rock"
"PW (rapper)"	"Conor Maynard"
"PW (rapper)"	"Dappy"
"Pastor Troy"	"Xzibit"
"Pastor Troy"	"Waka Flocka Flame"
"Pastor Troy"	"Chamillionaire"
"Pastor Troy"	"OJ da Juiceman"
"Pastor Troy"	"T.I."
"Pastor Troy"	"Snoop Dogg"
"Patsy Montana"	"Roy Rogers"
"Patsy Montana"	"Gene Autry"
"Phil Vassar"	"Collin Raye"
"Phil Vassar"	"Charlie Black"
"Post Malone"	"Jeremih"
"Post Malone"	"50 Cent"
"Post Malone"	"Lil Yachty"
"Post Malone"	"2 Chainz"
"Rap Monster"	"Krizz Kaliko"
"Rap Monster"	"Primary (musician)"
"RationaL (rapper)"	"Pigeon John"
"RationaL (rapper)"	"Mr. J. Medeiros"
"RationaL (rapper)"	"Factor (producer)"
"Reek da Villian"	"French Montana"
"Reek da Villian"	"Lil Durk"
"Rhys Chatham"	"La Monte Young"
"Ricky Vela"	"Chris Pérez"
"Ricky Vela"	"Selena"
"Rico (Scottish singer)"	"Tricky (musician)"
"Ross the Boss"	"Fabienne Shine"
"Sap (producer)"	"Chris Webby"
"Sap (producer)"	"The Game (rapper)"
"Sap (producer)"	"Tyga"
"Shirley Manson"	"Brody Dalle"
"Snow (musician)"	"Ninjaman"
"Snow (musician)"	"Buju Banton"
"Speak!"	"SpaceGhostPurrp"
"Spider Loc"	"40 Glocc"
"Spider Loc"	"Jay Rock"
"Spider Loc"	"Kurupt"
"Spider Loc"	"50 Cent"
"Spider Loc"	"Slim the Mobster"
"Spider Loc"	"Ice Cube"
"Spider Loc"	"Crooked I"
"Spider Loc"	"Ras Kass"
"Spider Loc"	"Young Buck"
"Static Major"	"Missy Elliott"
"Static Major"	"Aaliyah"
"Static Major"	"Dr. Dre"
"Static Major"	"Pleasure P"
"Static Major"	"Lil Wayne"
"Static Major"	"Brandy Norwood"
"Static Major"	"Ginuwine"
"Steve Greenberg (record producer)"	"Tom Jones (singer)"
"Steve Greenberg (record producer)"	"Andy Grammer"
"Steve Jones (musician)"	"Iggy Pop"
"Steve Strongman"	"Rob Szabo"
"Stevie Ray Vaughan"	"Albert King"
"Stevie Ray Vaughan"	"Jeff Beck"
"Stevie Ray Vaughan"	"David Bowie"
"Stevie Ray Vaughan"	"W. C. Clark"
"Stevie Ray Vaughan"	"Denny Freeman"
"Stevie Ray Vaughan"	"Joe Cocker"
"Styles P"	"Scram Jones"
"Styles P"	"Akon"
"Susan Boyle"	"Emeli Sandé"
"Susan Boyle"	"Elaine Paige"
"Tash (rapper)"	"Mos Def"
"Tash (rapper)"	"J. Wells"
"Tavito Nanao"	"Takkyu Ishino"
"Tavito Nanao"	"Salyu"
"Taz Bentley"	"Izzy Stradlin"
"Tchad Blake"	"Mitchell Froom"
"Terry Ellis"	"Dawn Robinson"
"The Game (rapper)"	"Dr. Dre"
"The Game (rapper)"	"Chris Brown"
"The Game (rapper)"	"Snoop Dogg"
"The Game (rapper)"	"Kanye West"
"The Game (rapper)"	"Lil Wayne"
"The Game (rapper)"	"Fabolous"
"Thom Bell"	"Elton John"
"Tia Fuller"	"Nancy Wilson (jazz singer)"
"Tia Fuller"	"Beyoncé"
"Tim Bowness"	"Steven Wilson"
"Tommy Brown (record producer)"	"B.o.B"
"Tommy Brown (record producer)"	"Meek Mill"
"Tommy Brown (record producer)"	"Coco Jones"
"Tommy Brown (record producer)"	"Uncle Murda"
"Tommy Brown (record producer)"	"Meghan Trainor"
"Tommy Brown (record producer)"	"2 Chainz"
"Tommy Brown (record producer)"	"Chris Brown"
"Tommy Brown (record producer)"	"T.I."
"Tommy Brown (record producer)"	"Gorilla Zoe"
"Tommy Brown (record producer)"	"Big Sean"
"Tony T."	"Mike Candys"
"Topper Headon"	"Bobby Tench"
"Topper Headon"	"Jimmy Helms"
"Topper Headon"	"Mick Gallagher"
"Tove Lo"	"Adam Lambert"
"Tove Lo"	"Seven Lions"
"Trick-Trick"	"Charli Baltimore"
"Trick-Trick"	"Chris Brown"
"Trick-Trick"	"Young Buck"
"Trick Daddy"	"Gorilla Tek"
"Trick Daddy"	"Rick Ross"
"Trick Daddy"	"DJ Khaled"
"Trick Daddy"	"Diplo"
"Trick Daddy"	"Young Buck"
"Trick Daddy"	"Scarface (rapper)"
"USO (rapper)"	"Johnson (rapper)"
"USO (rapper)"	"L.O.C. (rapper)"
"Vassar Clements"	"Norman Blake (American musician)"
"Vassar Clements"	"Bill Monroe"
"Vassar Clements"	"Earl Scruggs"
"Vassar Clements"	"Jerry Garcia"
"WC (rapper)"	"Xzibit"
"WC (rapper)"	"MC Ren"
"WC (rapper)"	"Nate Dogg"
"WC (rapper)"	"Chilly Chill"
"WC (rapper)"	"The Game (rapper)"
"WC (rapper)"	"Snoop Dogg"
"Will.i.am"	"Eazy-E"
"Will.i.am"	"Britney Spears"
"Will.i.am"	"Estelle (musician)"
"Will.i.am"	"Michael Jackson"
"Wise (composer)"	"Tony Dize"
"Yolanda Adams"	"Kim Burrell"
"Yolanda Adams"	"Shirley Caesar"
"Young Buck"	"Tha City Paper"
"Young Buck"	"Drumma Boy"
"Young Thug"	"Southside (record producer)"
"Young Thug"	"London on da Track"
"Young Thug"	"TM88"
"Young Thug"	"Kanye West"
"Aaron Carter"	"Nick Carter (musician)"
"Aaron Carter"	"Leslie Carter"
"Aaron Carter"	"Drake Bell"
"Bill Monroe"	"Lester Flatt"
"Bill Monroe"	"Emmylou Harris"
"Bill Monroe"	"Earl Scruggs"
"Billy Childish"	"Holly Golightly (singer)"
"Brian Jones"	"Jimi Hendrix"
"Brian Wilson"	"Joe Thomas (producer)"
"Buddy Miller"	"Emmylou Harris"
"Buddy Miller"	"Julie Miller"
"Captain Beefheart"	"Ry Cooder"
"Captain Beefheart"	"Frank Zappa"
"Captain Beefheart"	"John French (musician)"
"David Tudor"	"Merce Cunningham"
"Derek Bailey (guitarist)"	"Tony Oxley"
"Derek Bailey (guitarist)"	"Evan Parker"
"Doc Watson"	"Merle Watson"
"Earl Scruggs"	"Bill Monroe"
"Elliott Smith"	"Beck"
"Eric Dolphy"	"Ted Curson"
"Eric Dolphy"	"Mal Waldron"
"Eric Dolphy"	"Charles Mingus"
"Eric Dolphy"	"Ron Carter"
"Eric Dolphy"	"Abbey Lincoln"
"Eric Dolphy"	"John Lewis (pianist)"
"Eric Dolphy"	"Chico Hamilton"
"Eric Dolphy"	"Andrew Hill"
"Eric Dolphy"	"Benny Golson"
"Eva Cassidy"	"Chuck Brown"
"Eva Cassidy"	"Alison Krauss"
"George Martin"	"Cilla Black"
"George Martin"	"Jeff Beck"
"George Martin"	"John Lennon"
"George Martin"	"Paul McCartney"
"Glenn Miller"	"Marion Hutton"
"Humphrey Lyttelton"	"Tony Coe"
"Humphrey Lyttelton"	"Alan Barnes (musician)"
"Jimmy Rogers"	"Muddy Waters"
"Joe Satriani"	"Mick Jagger"
"Joe Satriani"	"Eric Johnson"
"Joe Satriani"	"Alice Cooper"
"John Entwistle"	"Tony Ashton"
"John Entwistle"	"Ringo Starr"
"John Entwistle"	"Roger Daltrey"
"Johnny Hodges"	"Chick Webb"
"Johnny Hodges"	"Sidney Bechet"
"Julie Miller"	"Buddy Miller"
"Larry Graham"	"Prince (musician)"
"Lou Reed"	"Mick Ronson"
"Lou Reed"	"David Bowie"
"Lou Reed"	"Iggy Pop"
"Neil Young"	"Elton John"
"Neil Young"	"Booker T. Jones"
"Neil Young"	"Pegi Young"
"Neil Young"	"Northern Lights (Canadian band)"
"Nico"	"Brian Eno"
"Nico"	"John Cooper Clarke"
"Nico"	"Brian Jones"
"Nico"	"Lou Reed"
"Nico"	"Bob Dylan"
"Nico"	"Iggy Pop"
"Patsy Cline"	"Dottie West"
"Patsy Cline"	"Jim Reeves"
"Patsy Cline"	"Jean Shepard"
"Patsy Cline"	"Brenda Lee"
"Phil Keaggy"	"Randy Stonehill"
"Robbin Crosby"	"Jon Bon Jovi"
"Thelonious Monk"	"Miles Davis"
"Tom Petty"	"Stevie Nicks"
"Tom Petty"	"Dwight Twilley"
"Tom Petty"	"Phil Seymour"
"Tom Petty"	"Eric Clapton"
"Tom Petty"	"George Harrison"
"Tom Petty"	"Jeff Lynne"
"Tom Petty"	"Roy Orbison"
"Tom Petty"	"Bonnie Raitt"
"Tom Petty"	"Bob Dylan"
"Tony Williams (drummer)"	"Miles Davis"
"Victoria Williams"	"Lou Reed"
"Víctor Jara"	"Patricio Castillo (musician)"
"Víctor Jara"	"Pablo Neruda"
"Víctor Jara"	"Cornelis Vreeswijk"
"Víctor Jara"	"Atahualpa Yupanqui"
"Dawn Langstroth"	"Cindy Church"
"Dawn Langstroth"	"Anne Murray"
"J. Wells"	"Xzibit"
"J. Wells"	"Kurupt"
"J. Wells"	"Snoop Dogg"
"J. Wells"	"Roscoe (rapper)"
"Jon Sholle"	"Allen Ginsberg"
"Jon Sholle"	"Arthur Russell (musician)"
"Jon Sholle"	"Esther Phillips"
"Self Jupiter"	"Omid Walizadeh"
"Self Jupiter"	"Myka 9"
"Self Jupiter"	"Peace (rapper)"
"88-Keys"	"Kid Cudi"
"88-Keys"	"Consequence (rapper)"
"88-Keys"	"Kanye West"
"Aaron Johnson (musician)"	"Katie Herzig"
"Aaron Weinstein"	"Linda Lavin"
"Aaron Weinstein"	"J. Geils"
"Aaron Weinstein"	"Frank Vignola"
"Aaron Weinstein"	"Gene Bertoncini"
"Aaron Weinstein"	"Bucky Pizzarelli"
"Adam Messinger"	"Kris Allen"
"Adam Messinger"	"Eva Avila"
"Adam Messinger"	"Shakira"
"Adam Messinger"	"Cody Simpson"
"Adam Messinger"	"Pitbull (rapper)"
"Adam Messinger"	"Iggy Azalea"
"Adam Messinger"	"Chris Brown"
"Adam Messinger"	"Christina Aguilera"
"Alex Cuba"	"Nelly Furtado"
"Alissa Moreno"	"Jeffrey Steele"
"Amber Dotson"	"George Strait"
"Ambrose Akinmusire"	"Joni Mitchell"
"Ambrose Akinmusire"	"Walter Smith III"
"AmpLive"	"The Grouch (rapper)"
"Amy Malkoff"	"Christine Lavin"
"Amy Malkoff"	"Dar Williams"
"Andre Nickatina"	"Equipto"
"Andre Nickatina"	"Mac Dre"
"Andre Nickatina"	"The Jacka"
"Andrew W.K."	"Lee ""Scratch"" Perry"
"Andy West"	"Henry Kaiser (musician)"
"Andy West"	"Steve Morse"
"Anuar Zain"	"Dayang Nurfaizah"
"Anuar Zain"	"Amy Mastura"
"Anye Elite"	"Le1f"
"Astronautalis"	"Justin Vernon"
"Astrud Gilberto"	"Stanley Turrentine"
"Astrud Gilberto"	"Frank Sinatra"
"Aurelio Voltaire"	"Amanda Palmer"
"Aurelio Voltaire"	"Julia Marcell"
"Back Alley John"	"Drew Nelson (musician)"
"Bad Boy Joe"	"Johnny Budz"
"Barry Finnerty"	"Miles Davis"
"Ben Wolfe"	"Harry Connick Jr."
"Beppe Gambetta"	"Tony McManus (musician)"
"Beppe Gambetta"	"Dan Crary"
"Big Kuntry King"	"T.I."
"Big Sha"	"Jeremih"
"Big Sha"	"LiLana"
